Node,Group,Layer,Metric,Value
10,EM,FA,Degree_std,3.527258644400028
10,EM,GM,Degree_std,1.5625471335274106
10,EM,rsfMRI,Degree_std,1.1907131847704215
11,Control,FA,Degree_std,0.7228391048864007
11,Control,GM,Degree_std,1.9870772637845868
11,Control,rsfMRI,Degree_std,1.6476662477154425
11,EM,FA,Degree_std,4.233209223724362
11,EM,GM,Degree_std,1.4343344218786018
11,EM,rsfMRI,Degree_std,1.2851395684544316
12,Control,FA,Degree_std,0.19238024756110114
12,Control,GM,Degree_std,2.1483446221182967
12,Control,rsfMRI,Degree_std,1.1028397175793687
12,EM,FA,Degree_std,4.740951530842505
12,EM,GM,Degree_std,1.2733490479394824
12,EM,rsfMRI,Degree_std,2.2787463145804923
13,Control,FA,Degree_std,0.5209681731599095
13,Control,GM,Degree_std,1.7640170544413507
13,Control,rsfMRI,Degree_std,1.4361090797096105
13,EM,FA,Degree_std,1.6770790883189208
13,EM,GM,Degree_std,2.323968494320494
13,EM,rsfMRI,Degree_std,2.6745969939300447
14,Control,FA,Degree_std,0.46659063586875293
14,Control,GM,Degree_std,1.6498669515782216
14,Control,rsfMRI,Degree_std,0.9035488811080015
14,EM,FA,Degree_std,4.116149264326328
14,EM,GM,Degree_std,2.2741083148018655
14,EM,rsfMRI,Degree_std,3.3514027589188204
15,Control,FA,Degree_std,0.1923802475610976
15,Control,GM,Degree_std,0.6172413932901049
15,Control,rsfMRI,Degree_std,1.2456018415811556
15,EM,FA,Degree_std,4.946927989259602
15,EM,GM,Degree_std,3.366725653949142
15,EM,rsfMRI,Degree_std,1.67707908831892
16,Control,FA,Degree_std,0.2666787612158121
16,Control,GM,Degree_std,0.7704634535372714
16,Control,rsfMRI,Degree_std,1.7748852658190237
16,EM,FA,Degree_std,3.8717661541392006
16,EM,GM,Degree_std,3.363532133976064
16,EM,rsfMRI,Degree_std,1.464898495394805
17,Control,FA,Degree_std,0.3047757271037851
17,Control,GM,Degree_std,1.1191692959142845
17,Control,rsfMRI,Degree_std,1.882044097646548
17,EM,FA,Degree_std,5.029438225963044
17,EM,GM,Degree_std,2.4864641100846536
17,EM,rsfMRI,Degree_std,1.576003116120366
18,Control,FA,Degree_std,0.3418128057789596
18,Control,GM,Degree_std,1.2548888431682983
18,Control,rsfMRI,Degree_std,2.7662962196836927
18,EM,FA,Degree_std,2.569912347162162
18,EM,GM,Degree_std,2.044748266929972
18,EM,rsfMRI,Degree_std,0.9174033787140828
19,Control,FA,Degree_std,0.44100426361033984
19,Control,GM,Degree_std,0.9520431013160194
19,Control,rsfMRI,Degree_std,1.1859114919602658
19,EM,FA,Degree_std,4.512885857541445
